# Cho et al. Cryogenics 46 (2006) 778-793, Fig. 12
# 288 K He at 3 bar, V_He/V_LOX=1.21 min^-1, T0=91 K (warms);
# 114 K He at 3.5 bar, V_He/V_LOX=1.3 min^-1, T0=99 K (cools to 86.8 K at 1500 s).
# 1 Hz linear interpolation of extracted vertices (no cubic overshoot).
time_s,T288K_P3bar_measured,T114K_P3p5bar_measured,T288K_P3bar_calculated,T114K_P3p5bar_calculated
1211,92.6710,87.5377,93.5266,87.9601
1212,92.6727,87.5343,93.5279,87.9566
1213,92.6744,87.5310,93.5293,87.9531
1214,92.6761,87.5276,93.5307,87.9495
1215,92.6778,87.5243,93.5321,87.9460
1216,92.6795,87.5209,93.5334,87.9425
1217,92.6812,87.5176,93.5348,87.9390
1218,92.6829,87.5142,93.5362,87.9354
1219,92.6846,87.5109,93.5375,87.9320
1220,92.6863,87.5075,93.5389,87.9309
1221,92.6880,87.5042,93.5402,87.9297
1222,92.6897,87.5008,93.5416,87.9285
1223,92.6914,87.4975,93.5430,87.9274
1224,92.6931,87.4941,93.5443,87.9262
1225,92.6949,87.4908,93.5457,87.9250
1226,92.6966,87.4874,93.5470,87.9239
1227,92.6983,87.4841,93.5484,87.9227
1228,92.7000,87.4808,93.5497,87.9215
1229,92.7017,87.4774,93.5511,87.9204
1230,92.7034,87.4741,93.5524,87.9192
1231,92.7051,87.4707,93.5538,87.9180
1232,92.7068,87.4674,93.5551,87.9169
1233,92.7085,87.4640,93.5565,87.9157
1234,92.7102,87.4607,93.5579,87.9145
1235,92.7119,87.4573,93.5592,87.9124
1236,92.7136,87.4540,93.5606,87.9103
1237,92.7153,87.4506,93.5620,87.9081
1238,92.7170,87.4473,93.5634,87.9060
1239,92.7187,87.4439,93.5648,87.9038
1240,92.7204,87.4406,93.5662,87.9017
1241,92.7222,87.4372,93.5675,87.8995
1242,92.7239,87.4339,93.5689,87.8974
1243,92.7256,87.4305,93.5703,87.8952
1244,92.7273,87.4272,93.5717,87.8930
1245,92.7290,87.4238,93.5731,87.8909
1246,92.7307,87.4205,93.5745,87.8887
1247,92.7324,87.4171,93.5759,87.8866
1248,92.7341,87.4138,93.5772,87.8844
1249,92.7358,87.4104,93.5786,87.8823
1250,92.7375,87.4071,93.5800,87.8809
1251,92.7392,87.4038,93.5814,87.8795
1252,92.7409,87.4004,93.5827,87.8782
1253,92.7426,87.3971,93.5841,87.8768
1254,92.7443,87.3937,93.5854,87.8754
1255,92.7460,87.3904,93.5868,87.8740
1256,92.7477,87.3870,93.5882,87.8726
1257,92.7494,87.3837,93.5895,87.8713
1258,92.7512,87.3803,93.5909,87.8699
1259,92.7529,87.3770,93.5923,87.8685
1260,92.7546,87.3736,93.5936,87.8671
1261,92.7563,87.3703,93.5950,87.8657
1262,92.7580,87.3669,93.5964,87.8644
1263,92.7597,87.3636,93.5977,87.8630
1264,92.7614,87.3602,93.5991,87.8616
1265,92.7631,87.3569,93.6002,87.8605
1266,92.7648,87.3535,93.6014,87.8593
1267,92.7665,87.3502,93.6026,87.8581
1268,92.7682,87.3468,93.6038,87.8569
1269,92.7699,87.3435,93.6049,87.8558
1270,92.7716,87.3401,93.6061,87.8546
1271,92.7733,87.3368,93.6073,87.8534
1272,92.7750,87.3335,93.6084,87.8522
1273,92.7767,87.3301,93.6096,87.8511
1274,92.7764,87.3267,93.6108,87.8499
1275,92.7758,87.3234,93.6120,87.8487
1276,92.7752,87.3200,93.6131,87.8476
1277,92.7747,87.3167,93.6143,87.8464
1278,92.7741,87.3133,93.6155,87.8452
1279,92.7735,87.3100,93.6166,87.8438
1280,92.7730,87.3066,93.6174,87.8410
1281,92.7724,87.3033,93.6181,87.8383
1282,92.7718,87.2999,93.6189,87.8355
1283,92.7713,87.2966,93.6197,87.8328
1284,92.7707,87.2932,93.6205,87.8301
1285,92.7701,87.2899,93.6213,87.8273
1286,92.7696,87.2865,93.6221,87.8246
1287,92.7690,87.2832,93.6229,87.8218
1288,92.7684,87.2798,93.6236,87.8191
1289,92.7679,87.2765,93.6244,87.8163
1290,92.7673,87.2731,93.6252,87.8136
1291,92.7667,87.2698,93.6260,87.8109
1292,92.7662,87.2664,93.6268,87.8081
1293,92.7656,87.2631,93.6276,87.8054
1294,92.7650,87.2597,93.6285,87.8030
1295,92.7645,87.2563,93.6299,87.8016
1296,92.7639,87.2530,93.6312,87.8003
1297,92.7633,87.2496,93.6326,87.7989
1298,92.7628,87.2463,93.6340,87.7975
1299,92.7622,87.2429,93.6353,87.7961
1300,92.7616,87.2396,93.6367,87.7948
1301,92.7611,87.2362,93.6381,87.7934
1302,92.7605,87.2329,93.6395,87.7920
1303,92.7599,87.2295,93.6408,87.7907
1304,92.7594,87.2262,93.6422,87.7893
1305,92.7588,87.2228,93.6436,87.7879
1306,92.7582,87.2195,93.6449,87.7865
1307,92.7577,87.2161,93.6463,87.7852
1308,92.7571,87.2128,93.6477,87.7838
1309,92.7565,87.2094,93.6491,87.7824
1310,92.7560,87.2061,93.6504,87.7811
1311,92.7554,87.2027,93.6518,87.7797
1312,92.7548,87.1994,93.6531,87.7783
1313,92.7543,87.1960,93.6545,87.7770
1314,92.7537,87.1927,93.6559,87.7756
1315,92.7531,87.1893,93.6572,87.7743
1316,92.7526,87.1860,93.6586,87.7729
1317,92.7520,87.1826,93.6599,87.7715
1318,92.7514,87.1792,93.6613,87.7702
1319,92.7509,87.1759,93.6627,87.7688
1320,92.7503,87.1725,93.6640,87.7675
1321,92.7497,87.1692,93.6654,87.7661
1322,92.7492,87.1658,93.6668,87.7647
1323,92.7486,87.1625,93.6681,87.7634
1324,92.7480,87.1591,93.6694,87.7617
1325,92.7474,87.1558,93.6706,87.7591
1326,92.7469,87.1524,93.6717,87.7564
1327,92.7463,87.1491,93.6728,87.7538
1328,92.7457,87.1457,93.6740,87.7511
1329,92.7452,87.1424,93.6751,87.7485
1330,92.7446,87.1390,93.6762,87.7458
1331,92.7440,87.1357,93.6773,87.7432
1332,92.7435,87.1324,93.6785,87.7405
1333,92.7429,87.1292,93.6796,87.7379
1334,92.7423,87.1261,93.6807,87.7353
1335,92.7418,87.1229,93.6819,87.7326
1336,92.7412,87.1198,93.6830,87.7300
1337,92.7406,87.1166,93.6841,87.7273
1338,92.7401,87.1135,93.6853,87.7247
1339,92.7395,87.1103,93.6864,87.7220
1340,92.7389,87.1072,93.6873,87.7205
1341,92.7384,87.1040,93.6880,87.7193
1342,92.7378,87.1009,93.6888,87.7182
1343,92.7373,87.0977,93.6896,87.7170
1344,92.7376,87.0946,93.6904,87.7158
1345,92.7379,87.0915,93.6912,87.7146
1346,92.7382,87.0883,93.6920,87.7134
1347,92.7385,87.0852,93.6928,87.7122
1348,92.7388,87.0820,93.6935,87.7111
1349,92.7391,87.0789,93.6943,87.7099
1350,92.7394,87.0757,93.6951,87.7087
1351,92.7397,87.0726,93.6959,87.7075
1352,92.7400,87.0694,93.6967,87.7063
1353,92.7403,87.0663,93.6975,87.7052
1354,92.7406,87.0631,93.6982,87.7040
1355,92.7409,87.0600,93.6995,87.7026
1356,92.7412,87.0568,93.7009,87.7013
1357,92.7415,87.0537,93.7023,87.6999
1358,92.7418,87.0505,93.7036,87.6985
1359,92.7421,87.0474,93.7050,87.6972
1360,92.7424,87.0442,93.7064,87.6958
1361,92.7427,87.0411,93.7078,87.6944
1362,92.7430,87.0379,93.7091,87.6931
1363,92.7433,87.0348,93.7105,87.6917
1364,92.7436,87.0316,93.7119,87.6903
1365,92.7439,87.0285,93.7132,87.6889
1366,92.7442,87.0253,93.7146,87.6876
1367,92.7444,87.0222,93.7160,87.6862
1368,92.7447,87.0190,93.7173,87.6848
1369,92.7450,87.0159,93.7187,87.6835
1370,92.7453,87.0127,93.7194,87.6821
1371,92.7456,87.0096,93.7199,87.6808
1372,92.7459,87.0064,93.7205,87.6794
1373,92.7462,87.0033,93.7211,87.6780
1374,92.7465,87.0001,93.7217,87.6767
1375,92.7468,86.9970,93.7223,87.6753
1376,92.7471,86.9939,93.7229,87.6740
1377,92.7474,86.9907,93.7235,87.6726
1378,92.7477,86.9876,93.7241,87.6713
1379,92.7480,86.9844,93.7246,87.6699
1380,92.7483,86.9813,93.7252,87.6686
1381,92.7486,86.9781,93.7258,87.6672
1382,92.7489,86.9750,93.7264,87.6658
1383,92.7492,86.9718,93.7270,87.6645
1384,92.7495,86.9687,93.7276,87.6631
1385,92.7498,86.9655,93.7288,87.6618
1386,92.7501,86.9624,93.7302,87.6604
1387,92.7504,86.9592,93.7316,87.6590
1388,92.7507,86.9561,93.7329,87.6577
1389,92.7510,86.9529,93.7343,87.6563
1390,92.7512,86.9498,93.7357,87.6549
1391,92.7515,86.9466,93.7370,87.6536
1392,92.7518,86.9435,93.7384,87.6522
1393,92.7521,86.9401,93.7398,87.6508
1394,92.7524,86.9367,93.7411,87.6494
1395,92.7527,86.9334,93.7425,87.6481
1396,92.7530,86.9300,93.7439,87.6467
1397,92.7533,86.9266,93.7452,87.6453
1398,92.7536,86.9232,93.7466,87.6440
1399,92.7539,86.9199,93.7480,87.6426
1400,92.7542,86.9165,93.7494,87.6412
