# Cho et al. Cryogenics 46 (2006) 778-793, Fig. 5
# LOX T vs time, T_LOX,i=91 K, T_He=288 K.
# P=1 bar measured/calculated (V_He/V_LOX=1.39 min^-1, 100 L/min);
# P=3 bar measured/calculated (V_He/V_LOX=1.21 min^-1, 87 L/min).
# Digitized from vector markers (measured) and polylines (calculated); legend frame excluded.
# 1 Hz linear interpolation of extracted vertices (no cubic overshoot).
time_s,P1bar_measured,P3bar_measured,P1bar_calculated,P3bar_calculated
1181,86.4573,93.1319,86.4921,92.9900
1182,86.4569,93.1329,86.4903,92.9908
1183,86.4564,93.1340,86.4884,92.9915
1184,86.4559,93.1350,86.4866,92.9923
1185,86.4555,93.1360,86.4847,92.9930
1186,86.4550,93.1371,86.4829,92.9937
1187,86.4545,93.1381,86.4810,92.9945
1188,86.4541,93.1391,86.4792,92.9952
1189,86.4536,93.1401,86.4773,92.9960
1190,86.4531,93.1412,86.4755,92.9967
1191,86.4527,93.1422,86.4736,92.9974
1192,86.4522,93.1432,86.4718,92.9982
1193,86.4517,93.1443,86.4699,92.9989
1194,86.4512,93.1453,86.4681,92.9997
1195,86.4488,93.1446,86.4662,93.0008
1196,86.4462,93.1438,86.4644,93.0019
1197,86.4437,93.1431,86.4625,93.0030
1198,86.4412,93.1423,86.4606,93.0041
1199,86.4387,93.1416,86.4588,93.0052
1200,86.4361,93.1408,86.4569,93.0063
1201,86.4336,93.1401,86.4551,93.0075
1202,86.4311,93.1393,86.4532,93.0086
1203,86.4285,93.1386,86.4514,93.0097
1204,86.4260,93.1378,86.4495,93.0108
1205,86.4235,93.1371,86.4477,93.0119
1206,86.4210,93.1364,86.4458,93.0130
1207,86.4184,93.1356,86.4440,93.0141
1208,86.4159,93.1349,86.4421,93.0152
1209,86.4134,93.1341,86.4402,93.0164
1210,86.4109,93.1334,86.4374,93.0178
1211,86.4083,93.1326,86.4345,93.0193
1212,86.4058,93.1319,86.4315,93.0207
1213,86.4033,93.1311,86.4286,93.0222
1214,86.4008,93.1304,86.4256,93.0237
1215,86.3982,93.1296,86.4226,93.0252
1216,86.3957,93.1289,86.4197,93.0267
1217,86.3932,93.1281,86.4167,93.0281
1218,86.3906,93.1274,86.4137,93.0296
1219,86.3881,93.1266,86.4108,93.0311
1220,86.3856,93.1259,86.4078,93.0326
1221,86.3831,93.1251,86.4049,93.0340
1222,86.3805,93.1244,86.4019,93.0355
1223,86.3780,93.1236,86.3989,93.0370
1224,86.3755,93.1229,86.3960,93.0385
1225,86.3730,93.1221,86.3944,93.0397
1226,86.3704,93.1214,86.3932,93.0409
1227,86.3679,93.1206,86.3920,93.0420
1228,86.3654,93.1199,86.3909,93.0432
1229,86.3629,93.1191,86.3897,93.0444
1230,86.3603,93.1184,86.3886,93.0455
1231,86.3578,93.1176,86.3874,93.0467
1232,86.3553,93.1169,86.3862,93.0478
1233,86.3527,93.1161,86.3851,93.0490
1234,86.3502,93.1154,86.3839,93.0502
1235,86.3477,93.1146,86.3828,93.0513
1236,86.3452,93.1139,86.3816,93.0525
1237,86.3426,93.1131,86.3804,93.0536
1238,86.3401,93.1124,86.3793,93.0548
1239,86.3376,93.1116,86.3778,93.0560
1240,86.3351,93.1109,86.3752,93.0575
1241,86.3325,93.1101,86.3726,93.0590
1242,86.3300,93.1094,86.3700,93.0605
1243,86.3275,93.1086,86.3674,93.0620
1244,86.3249,93.1079,86.3648,93.0635
1245,86.3224,93.1072,86.3622,93.0649
1246,86.3199,93.1064,86.3596,93.0664
1247,86.3174,93.1057,86.3570,93.0679
1248,86.3148,93.1049,86.3544,93.0694
1249,86.3123,93.1042,86.3518,93.0709
1250,86.3098,93.1034,86.3492,93.0724
1251,86.3073,93.1027,86.3466,93.0738
1252,86.3047,93.1019,86.3440,93.0753
1253,86.3022,93.1012,86.3414,93.0768
1254,86.2999,93.1009,86.3389,93.0782
1255,86.2994,93.1038,86.3367,93.0789
1256,86.2988,93.1067,86.3344,93.0797
1257,86.2982,93.1096,86.3322,93.0804
1258,86.2977,93.1125,86.3300,93.0812
1259,86.2971,93.1154,86.3278,93.0819
1260,86.2966,93.1183,86.3256,93.0826
1261,86.2960,93.1212,86.3233,93.0834
1262,86.2954,93.1241,86.3211,93.0841
1263,86.2949,93.1270,86.3189,93.0849
1264,86.2943,93.1299,86.3167,93.0856
1265,86.2937,93.1328,86.3144,93.0864
1266,86.2932,93.1357,86.3122,93.0871
1267,86.2926,93.1386,86.3100,93.0878
1268,86.2921,93.1415,86.3078,93.0886
1269,86.2915,93.1444,86.3056,93.0893
1270,86.2909,93.1473,86.3045,93.0901
1271,86.2904,93.1502,86.3034,93.0908
1272,86.2898,93.1531,86.3022,93.0915
1273,86.2892,93.1560,86.3011,93.0923
1274,86.2887,93.1589,86.3000,93.0930
1275,86.2881,93.1618,86.2989,93.0938
1276,86.2876,93.1647,86.2978,93.0945
1277,86.2870,93.1676,86.2967,93.0952
1278,86.2864,93.1705,86.2956,93.0960
1279,86.2859,93.1734,86.2945,93.0967
1280,86.2853,93.1763,86.2934,93.0975
1281,86.2847,93.1792,86.2922,93.0982
1282,86.2842,93.1821,86.2911,93.0990
1283,86.2836,93.1850,86.2900,93.0997
1284,86.2831,93.1879,86.2889,93.1004
1285,86.2825,93.1908,86.2867,93.1023
1286,86.2819,93.1937,86.2844,93.1042
1287,86.2814,93.1966,86.2821,93.1061
1288,86.2808,93.1995,86.2797,93.1080
1289,86.2802,93.2024,86.2774,93.1100
1290,86.2797,93.2054,86.2751,93.1119
1291,86.2791,93.2083,86.2728,93.1138
1292,86.2786,93.2112,86.2704,93.1157
1293,86.2780,93.2141,86.2681,93.1177
1294,86.2774,93.2170,86.2658,93.1196
1295,86.2769,93.2199,86.2635,93.1215
1296,86.2763,93.2228,86.2612,93.1235
1297,86.2757,93.2257,86.2588,93.1254
1298,86.2752,93.2286,86.2565,93.1273
1299,86.2746,93.2315,86.2544,93.1288
1300,86.2741,93.2344,86.2525,93.1295
1301,86.2735,93.2373,86.2507,93.1302
1302,86.2729,93.2402,86.2488,93.1310
1303,86.2724,93.2431,86.2469,93.1317
1304,86.2718,93.2460,86.2451,93.1325
1305,86.2712,93.2489,86.2432,93.1332
1306,86.2707,93.2518,86.2414,93.1340
1307,86.2701,93.2547,86.2395,93.1347
1308,86.2696,93.2576,86.2377,93.1354
1309,86.2690,93.2605,86.2358,93.1362
1310,86.2684,93.2634,86.2340,93.1369
1311,86.2679,93.2663,86.2321,93.1377
1312,86.2673,93.2692,86.2302,93.1384
1313,86.2667,93.2721,86.2284,93.1392
1314,86.2663,93.2745,86.2265,93.1399
1315,86.2662,93.2758,86.2247,93.1406
1316,86.2661,93.2772,86.2228,93.1414
1317,86.2660,93.2785,86.2210,93.1421
1318,86.2659,93.2798,86.2191,93.1429
1319,86.2658,93.2811,86.2173,93.1436
1320,86.2658,93.2824,86.2154,93.1444
1321,86.2657,93.2837,86.2136,93.1451
1322,86.2656,93.2850,86.2117,93.1459
1323,86.2655,93.2863,86.2099,93.1466
1324,86.2654,93.2876,86.2081,93.1474
1325,86.2653,93.2889,86.2062,93.1481
1326,86.2652,93.2903,86.2044,93.1488
1327,86.2651,93.2916,86.2025,93.1496
1328,86.2650,93.2929,86.2007,93.1503
1329,86.2649,93.2942,86.1989,93.1511
1330,86.2648,93.2955,86.1974,93.1523
1331,86.2647,93.2968,86.1959,93.1534
1332,86.2646,93.2981,86.1944,93.1545
1333,86.2645,93.2994,86.1929,93.1556
1334,86.2644,93.3007,86.1914,93.1567
1335,86.2644,93.3020,86.1900,93.1578
1336,86.2643,93.3034,86.1885,93.1589
1337,86.2642,93.3047,86.1870,93.1600
1338,86.2641,93.3060,86.1855,93.1611
1339,86.2640,93.3073,86.1840,93.1622
1340,86.2639,93.3086,86.1825,93.1633
1341,86.2638,93.3099,86.1811,93.1644
1342,86.2637,93.3112,86.1796,93.1656
1343,86.2636,93.3125,86.1781,93.1667
1344,86.2635,93.3138,86.1766,93.1678
1345,86.2634,93.3151,86.1746,93.1685
1346,86.2633,93.3165,86.1727,93.1693
1347,86.2632,93.3178,86.1708,93.1701
1348,86.2631,93.3191,86.1689,93.1708
1349,86.2630,93.3204,86.1669,93.1716
1350,86.2629,93.3217,86.1650,93.1724
1351,86.2629,93.3230,86.1631,93.1732
1352,86.2628,93.3243,86.1611,93.1739
1353,86.2627,93.3256,86.1592,93.1747
1354,86.2626,93.3269,86.1573,93.1755
1355,86.2625,93.3282,86.1553,93.1762
1356,86.2624,93.3296,86.1534,93.1770
1357,86.2623,93.3309,86.1515,93.1778
1358,86.2622,93.3322,86.1495,93.1786
1359,86.2621,93.3335,86.1475,93.1795
1360,86.2620,93.3348,86.1452,93.1806
1361,86.2619,93.3361,86.1430,93.1818
1362,86.2618,93.3374,86.1408,93.1829
1363,86.2617,93.3387,86.1386,93.1840
1364,86.2616,93.3400,86.1363,93.1851
1365,86.2615,93.3413,86.1341,93.1862
1366,86.2614,93.3427,86.1319,93.1873
1367,86.2614,93.3440,86.1297,93.1884
1368,86.2613,93.3453,86.1275,93.1895
1369,86.2612,93.3466,86.1252,93.1907
1370,86.2611,93.3479,86.1230,93.1918
1371,86.2610,93.3492,86.1208,93.1929
1372,86.2609,93.3505,86.1186,93.1940
1373,86.2608,93.3518,86.1164,93.1951
1374,86.2607,93.3526,86.1146,93.1957
1375,86.2607,93.3526,86.1135,93.1957
1376,86.2607,93.3526,86.1124,93.1957
1377,86.2607,93.3526,86.1113,93.1957
1378,86.2607,93.3526,86.1102,93.1957
1379,86.2607,93.3526,86.1091,93.1957
1380,86.2607,93.3526,86.1079,93.1957
1381,86.2607,93.3526,86.1068,93.1957
1382,86.2607,93.3526,86.1057,93.1957
1383,86.2607,93.3526,86.1046,93.1957
1384,86.2607,93.3526,86.1035,93.1957
1385,86.2607,93.3526,86.1024,93.1957
1386,86.2607,93.3526,86.1013,93.1957
1387,86.2607,93.3526,86.1001,93.1957
1388,86.2607,93.3526,86.0990,93.1957
1389,86.2607,93.3526,86.0977,93.1957
1390,86.2607,93.3526,86.0958,93.1957
1391,86.2607,93.3526,86.0940,93.1957
1392,86.2607,93.3526,86.0921,93.1957
1393,86.2607,93.3526,86.0908,93.1957
1394,86.2607,93.3526,86.0908,93.1957
1395,86.2607,93.3526,86.0908,93.1957
1396,86.2607,93.3526,86.0908,93.1957
1397,86.2607,93.3526,86.0908,93.1957
1398,86.2607,93.3526,86.0908,93.1957
1399,86.2607,93.3526,86.0908,93.1957
1400,86.2607,93.3526,86.0908,93.1957
