# Cho et al. Cryogenics 46 (2006) 778-793, Fig. 8
# LOX T vs time, P=3 bar, T_He=288 K.
# r=0.81 and 1.21 min^-1 at T0=91 K (subcooled, warming);
# r=1.34 min^-1 at T0=102 K (saturated, cooling).
# 1 Hz linear interpolation of extracted vertices (no cubic overshoot).
time_s,r0.81_measured,r1.21_measured,r1.34_measured,r0.81_calculated,r1.21_calculated,r1.34_calculated
820,92.6833,92.1338,94.7687,92.9761,92.5569,95.3057
821,92.6871,92.1344,94.7663,92.9777,92.5580,95.3040
822,92.6909,92.1349,94.7638,92.9793,92.5594,95.3021
823,92.6948,92.1354,94.7614,92.9810,92.5610,95.2999
824,92.6986,92.1360,94.7589,92.9827,92.5627,95.2977
825,92.7025,92.1365,94.7565,92.9844,92.5644,95.2955
826,92.7063,92.1371,94.7540,92.9861,92.5661,95.2934
827,92.7101,92.1376,94.7516,92.9878,92.5678,95.2912
828,92.7140,92.1382,94.7491,92.9895,92.5695,95.2890
829,92.7178,92.1387,94.7466,92.9912,92.5712,95.2869
830,92.7217,92.1392,94.7442,92.9930,92.5729,95.2847
831,92.7255,92.1398,94.7417,92.9947,92.5746,95.2825
832,92.7294,92.1403,94.7393,92.9964,92.5763,95.2804
833,92.7332,92.1409,94.7368,92.9981,92.5780,95.2782
834,92.7370,92.1414,94.7344,92.9998,92.5797,95.2760
835,92.7409,92.1420,94.7319,93.0015,92.5814,95.2739
836,92.7447,92.1425,94.7295,93.0032,92.5831,95.2717
837,92.7486,92.1431,94.7270,93.0049,92.5844,95.2695
838,92.7524,92.1436,94.7245,93.0066,92.5849,95.2673
839,92.7562,92.1441,94.7221,93.0084,92.5853,95.2651
840,92.7601,92.1447,94.7196,93.0101,92.5858,95.2630
841,92.7639,92.1452,94.7172,93.0118,92.5863,95.2608
842,92.7678,92.1458,94.7147,93.0135,92.5867,95.2586
843,92.7716,92.1463,94.7123,93.0152,92.5872,95.2564
844,92.7754,92.1469,94.7098,93.0170,92.5877,95.2542
845,92.7793,92.1474,94.7074,93.0187,92.5882,95.2520
846,92.7827,92.1481,94.7056,93.0204,92.5886,95.2498
847,92.7827,92.1497,94.7056,93.0221,92.5891,95.2476
848,92.7827,92.1514,94.7056,93.0238,92.5896,95.2455
849,92.7827,92.1531,94.7056,93.0255,92.5900,95.2433
850,92.7827,92.1547,94.7056,93.0273,92.5905,95.2411
851,92.7827,92.1564,94.7056,93.0290,92.5910,95.2389
852,92.7827,92.1581,94.7056,93.0309,92.5918,95.2369
853,92.7827,92.1597,94.7056,93.0331,92.5930,95.2352
854,92.7827,92.1614,94.7056,93.0352,92.5942,95.2335
855,92.7827,92.1631,94.7056,93.0374,92.5955,95.2318
856,92.7827,92.1647,94.7056,93.0396,92.5967,95.2301
857,92.7827,92.1664,94.7056,93.0417,92.5979,95.2284
858,92.7827,92.1681,94.7056,93.0439,92.5992,95.2267
859,92.7827,92.1697,94.7056,93.0461,92.6004,95.2250
860,92.7827,92.1714,94.7056,93.0482,92.6016,95.2233
861,92.7827,92.1730,94.7056,93.0504,92.6029,95.2216
862,92.7827,92.1747,94.7056,93.0526,92.6041,95.2199
863,92.7827,92.1764,94.7056,93.0547,92.6053,95.2182
864,92.7827,92.1780,94.7056,93.0569,92.6066,95.2165
865,92.7827,92.1797,94.7056,93.0591,92.6078,95.2148
866,92.7827,92.1814,94.7056,93.0612,92.6090,95.2131
867,92.7827,92.1830,94.7056,93.0634,92.6104,95.2112
868,92.7827,92.1847,94.7056,93.0656,92.6119,95.2090
869,92.7827,92.1864,94.7056,93.0677,92.6135,95.2069
870,92.7827,92.1880,94.7056,93.0699,92.6150,95.2047
871,92.7827,92.1897,94.7056,93.0721,92.6166,95.2025
872,92.7827,92.1914,94.7056,93.0742,92.6181,95.2004
873,92.7827,92.1930,94.7056,93.0764,92.6197,95.1982
874,92.7827,92.1947,94.7056,93.0786,92.6212,95.1960
875,92.7827,92.1964,94.7056,93.0807,92.6228,95.1939
876,92.7827,92.1980,94.7056,93.0829,92.6243,95.1917
877,92.7827,92.1997,94.7056,93.0851,92.6259,95.1895
878,92.7827,92.2014,94.7056,93.0872,92.6275,95.1874
879,92.7827,92.2030,94.7056,93.0894,92.6290,95.1852
880,92.7827,92.2047,94.7056,93.0916,92.6306,95.1830
881,92.7827,92.2064,94.7056,93.0938,92.6321,95.1809
882,92.7827,92.2080,94.7056,93.0956,92.6335,95.1790
883,92.7827,92.2097,94.7056,93.0967,92.6346,95.1779
884,92.7827,92.2114,94.7056,93.0978,92.6357,95.1768
885,92.7827,92.2130,94.7056,93.0989,92.6368,95.1757
886,92.7827,92.2147,94.7056,93.1000,92.6379,95.1747
887,92.7827,92.2164,94.7056,93.1010,92.6390,95.1736
888,92.7827,92.2180,94.7056,93.1021,92.6400,95.1725
889,92.7827,92.2197,94.7056,93.1032,92.6411,95.1714
890,92.7827,92.2213,94.7056,93.1043,92.6422,95.1703
891,92.7827,92.2230,94.7056,93.1054,92.6433,95.1693
892,92.7827,92.2247,94.7056,93.1064,92.6444,95.1682
893,92.7827,92.2263,94.7056,93.1075,92.6455,95.1671
894,92.7827,92.2280,94.7056,93.1086,92.6466,95.1660
895,92.7827,92.2297,94.7056,93.1097,92.6477,95.1649
896,92.7827,92.2313,94.7056,93.1108,92.6487,95.1639
897,92.7827,92.2330,94.7056,93.1117,92.6499,95.1626
898,92.7827,92.2347,94.7056,93.1122,92.6516,95.1604
899,92.7827,92.2363,94.7056,93.1127,92.6533,95.1583
900,92.7827,92.2380,94.7056,93.1131,92.6550,95.1561
901,92.7827,92.2397,94.7056,93.1136,92.6567,95.1539
902,92.7827,92.2413,94.7056,93.1140,92.6584,95.1518
903,92.7827,92.2430,94.7056,93.1145,92.6601,95.1496
904,92.7827,92.2447,94.7056,93.1150,92.6618,95.1475
905,92.7827,92.2463,94.7056,93.1154,92.6635,95.1453
906,92.7827,92.2480,94.7054,93.1159,92.6652,95.1431
907,92.7853,92.2502,94.7033,93.1164,92.6669,95.1410
908,92.7880,92.2526,94.7013,93.1168,92.6686,95.1388
909,92.7908,92.2549,94.6992,93.1173,92.6703,95.1367
910,92.7935,92.2572,94.6972,93.1178,92.6720,95.1345
911,92.7963,92.2595,94.6951,93.1182,92.6737,95.1323
912,92.7990,92.2618,94.6930,93.1189,92.6753,95.1303
913,92.8017,92.2642,94.6910,93.1212,92.6764,95.1292
914,92.8045,92.2665,94.6889,93.1235,92.6775,95.1281
915,92.8072,92.2688,94.6869,93.1258,92.6786,95.1270
916,92.8100,92.2711,94.6848,93.1281,92.6797,95.1259
917,92.8127,92.2735,94.6828,93.1305,92.6808,95.1248
918,92.8155,92.2758,94.6807,93.1328,92.6819,95.1237
919,92.8182,92.2781,94.6787,93.1351,92.6829,95.1227
920,92.8210,92.2804,94.6766,93.1374,92.6840,95.1216
921,92.8237,92.2828,94.6746,93.1397,92.6851,95.1205
922,92.8264,92.2851,94.6725,93.1421,92.6862,95.1194
923,92.8292,92.2874,94.6705,93.1444,92.6873,95.1183
924,92.8319,92.2897,94.6684,93.1467,92.6884,95.1172
925,92.8347,92.2920,94.6664,93.1490,92.6895,95.1161
926,92.8374,92.2944,94.6643,93.1513,92.6906,95.1150
927,92.8402,92.2967,94.6623,93.1537,92.6916,95.1140
928,92.8429,92.2990,94.6602,93.1552,92.6921,95.1122
929,92.8457,92.3013,94.6582,93.1568,92.6926,95.1105
930,92.8484,92.3037,94.6561,93.1583,92.6930,95.1088
931,92.8511,92.3060,94.6541,93.1599,92.6935,95.1071
932,92.8539,92.3083,94.6520,93.1615,92.6940,95.1053
933,92.8566,92.3106,94.6500,93.1630,92.6944,95.1036
934,92.8594,92.3130,94.6479,93.1646,92.6949,95.1019
935,92.8621,92.3153,94.6459,93.1662,92.6953,95.1002
936,92.8649,92.3176,94.6438,93.1677,92.6958,95.0984
937,92.8676,92.3199,94.6418,93.1693,92.6963,95.0967
938,92.8704,92.3223,94.6397,93.1708,92.6967,95.0950
939,92.8731,92.3246,94.6377,93.1724,92.6972,95.0933
940,92.8758,92.3269,94.6356,93.1740,92.6977,95.0915
941,92.8786,92.3292,94.6336,93.1755,92.6981,95.0898
942,92.8813,92.3315,94.6315,93.1772,92.6987,95.0881
943,92.8841,92.3339,94.6295,93.1793,92.7004,95.0866
944,92.8868,92.3362,94.6274,93.1815,92.7021,95.0850
945,92.8896,92.3385,94.6254,93.1837,92.7038,95.0835
946,92.8923,92.3408,94.6233,93.1858,92.7055,95.0819
947,92.8951,92.3432,94.6213,93.1880,92.7073,95.0804
948,92.8978,92.3455,94.6192,93.1902,92.7090,95.0789
949,92.9005,92.3478,94.6172,93.1923,92.7107,95.0773
950,92.9033,92.3501,94.6151,93.1945,92.7124,95.0758
951,92.9060,92.3525,94.6131,93.1967,92.7141,95.0742
952,92.9088,92.3548,94.6110,93.1988,92.7158,95.0727
953,92.9115,92.3571,94.6090,93.2010,92.7175,95.0711
954,92.9143,92.3594,94.6069,93.2032,92.7192,95.0696
955,92.9170,92.3617,94.6049,93.2053,92.7209,95.0680
956,92.9198,92.3641,94.6028,93.2075,92.7226,95.0665
957,92.9225,92.3664,94.6008,93.2097,92.7243,95.0650
958,92.9253,92.3687,94.5987,93.2114,92.7254,95.0633
959,92.9280,92.3710,94.5967,93.2131,92.7265,95.0615
960,92.9307,92.3734,94.5946,93.2147,92.7276,95.0598
961,92.9335,92.3757,94.5926,93.2164,92.7286,95.0581
962,92.9362,92.3780,94.5905,93.2181,92.7297,95.0564
963,92.9390,92.3803,94.5885,93.2198,92.7308,95.0547
964,92.9417,92.3827,94.5864,93.2215,92.7319,95.0530
965,92.9445,92.3850,94.5844,93.2232,92.7329,95.0513
966,92.9472,92.3873,94.5823,93.2249,92.7340,95.0496
967,92.9482,92.3886,94.5796,93.2266,92.7351,95.0479
968,92.9480,92.3891,94.5768,93.2283,92.7362,95.0462
969,92.9479,92.3896,94.5739,93.2300,92.7372,95.0445
970,92.9477,92.3902,94.5710,93.2317,92.7383,95.0428
971,92.9476,92.3907,94.5681,93.2334,92.7394,95.0411
972,92.9474,92.3913,94.5653,93.2351,92.7405,95.0394
973,92.9473,92.3918,94.5624,93.2367,92.7421,95.0383
974,92.9471,92.3924,94.5595,93.2382,92.7438,95.0372
975,92.9470,92.3929,94.5567,93.2398,92.7455,95.0361
976,92.9468,92.3934,94.5538,93.2413,92.7473,95.0350
977,92.9467,92.3940,94.5509,93.2429,92.7490,95.0339
978,92.9465,92.3945,94.5481,93.2444,92.7507,95.0329
979,92.9463,92.3951,94.5452,93.2460,92.7524,95.0318
980,92.9462,92.3956,94.5423,93.2475,92.7541,95.0307
981,92.9460,92.3962,94.5394,93.2491,92.7558,95.0296
982,92.9459,92.3967,94.5366,93.2506,92.7575,95.0285
983,92.9457,92.3972,94.5337,93.2522,92.7592,95.0275
984,92.9456,92.3978,94.5308,93.2537,92.7609,95.0264
985,92.9454,92.3983,94.5280,93.2553,92.7626,95.0253
986,92.9453,92.3989,94.5251,93.2568,92.7643,95.0242
987,92.9451,92.3994,94.5222,93.2584,92.7661,95.0231
988,92.9450,92.4000,94.5194,93.2592,92.7672,95.0215
989,92.9448,92.4005,94.5165,93.2598,92.7683,95.0198
990,92.9447,92.4010,94.5136,93.2604,92.7694,95.0181
991,92.9445,92.4016,94.5108,93.2610,92.7705,95.0164
992,92.9444,92.4021,94.5079,93.2616,92.7715,95.0147
993,92.9442,92.4027,94.5050,93.2623,92.7726,95.0130
994,92.9440,92.4032,94.5021,93.2629,92.7737,95.0113
995,92.9439,92.4038,94.4993,93.2635,92.7748,95.0096
996,92.9437,92.4043,94.4964,93.2641,92.7758,95.0079
997,92.9436,92.4048,94.4935,93.2647,92.7769,95.0062
998,92.9434,92.4054,94.4907,93.2653,92.7780,95.0045
999,92.9433,92.4059,94.4878,93.2660,92.7791,95.0028
1000,92.9431,92.4065,94.4849,93.2666,92.7801,95.0011
1001,92.9430,92.4070,94.4821,93.2672,92.7812,94.9994
1002,92.9428,92.4076,94.4792,93.2678,92.7823,94.9977
1003,92.9427,92.4081,94.4763,93.2692,92.7829,94.9964
1004,92.9425,92.4086,94.4734,93.2709,92.7834,94.9954
1005,92.9424,92.4092,94.4706,93.2726,92.7838,94.9943
1006,92.9422,92.4097,94.4677,93.2743,92.7843,94.9932
1007,92.9420,92.4103,94.4648,93.2761,92.7848,94.9921
1008,92.9419,92.4108,94.4620,93.2778,92.7853,94.9910
1009,92.9417,92.4114,94.4591,93.2795,92.7857,94.9899
1010,92.9416,92.4119,94.4562,93.2812,92.7862,94.9888
1011,92.9414,92.4124,94.4534,93.2829,92.7867,94.9878
1012,92.9413,92.4130,94.4505,93.2846,92.7871,94.9867
1013,92.9411,92.4135,94.4476,93.2863,92.7876,94.9856
1014,92.9410,92.4141,94.4448,93.2880,92.7881,94.9845
1015,92.9408,92.4146,94.4419,93.2897,92.7885,94.9834
1016,92.9407,92.4152,94.4390,93.2914,92.7890,94.9823
1017,92.9405,92.4157,94.4361,93.2931,92.7895,94.9812
1018,92.9404,92.4162,94.4333,93.2947,92.7908,94.9801
1019,92.9402,92.4168,94.4304,93.2963,92.7925,94.9791
1020,92.9400,92.4173,94.4275,93.2978,92.7942,94.9780
1021,92.9399,92.4179,94.4247,93.2994,92.7959,94.9769
1022,92.9397,92.4184,94.4218,93.3010,92.7977,94.9758
1023,92.9396,92.4190,94.4189,93.3025,92.7994,94.9747
1024,92.9394,92.4195,94.4161,93.3041,92.8011,94.9736
1025,92.9393,92.4200,94.4132,93.3057,92.8028,94.9725
1026,92.9391,92.4206,94.4103,93.3073,92.8045,94.9714
1027,92.9395,92.4215,94.4073,93.3088,92.8062,94.9704
1028,92.9404,92.4231,94.4041,93.3104,92.8080,94.9693
1029,92.9414,92.4246,94.4009,93.3120,92.8097,94.9682
1030,92.9424,92.4261,94.3978,93.3135,92.8114,94.9671
1031,92.9433,92.4276,94.3946,93.3151,92.8131,94.9660
1032,92.9443,92.4291,94.3915,93.3167,92.8148,94.9649
1033,92.9453,92.4306,94.3883,93.3187,92.8161,94.9638
1034,92.9462,92.4321,94.3851,93.3209,92.8172,94.9627
1035,92.9472,92.4336,94.3820,93.3230,92.8182,94.9617
1036,92.9482,92.4351,94.3788,93.3252,92.8193,94.9606
1037,92.9491,92.4367,94.3757,93.3274,92.8204,94.9595
1038,92.9501,92.4382,94.3725,93.3295,92.8215,94.9584
1039,92.9511,92.4397,94.3693,93.3317,92.8226,94.9573
1040,92.9520,92.4412,94.3662,93.3339,92.8237,94.9562
1041,92.9530,92.4427,94.3630,93.3360,92.8248,94.9551
1042,92.9540,92.4442,94.3598,93.3382,92.8258,94.9541
1043,92.9550,92.4457,94.3567,93.3404,92.8269,94.9530
1044,92.9559,92.4472,94.3535,93.3425,92.8280,94.9519
1045,92.9569,92.4487,94.3504,93.3447,92.8291,94.9508
1046,92.9579,92.4502,94.3472,93.3469,92.8302,94.9497
1047,92.9588,92.4518,94.3440,93.3490,92.8313,94.9486
1048,92.9598,92.4533,94.3409,93.3512,92.8324,94.9475
1049,92.9608,92.4548,94.3377,93.3534,92.8334,94.9465
1050,92.9617,92.4563,94.3346,93.3555,92.8345,94.9454
1051,92.9627,92.4578,94.3314,93.3577,92.8356,94.9443
1052,92.9637,92.4593,94.3282,93.3598,92.8367,94.9432
1053,92.9646,92.4608,94.3251,93.3620,92.8378,94.9421
1054,92.9656,92.4623,94.3219,93.3642,92.8388,94.9411
1055,92.9666,92.4638,94.3187,93.3663,92.8399,94.9400
1056,92.9675,92.4653,94.3156,93.3685,92.8410,94.9389
1057,92.9685,92.4669,94.3124,93.3707,92.8421,94.9378
1058,92.9695,92.4684,94.3093,93.3728,92.8432,94.9367
1059,92.9704,92.4699,94.3061,93.3750,92.8443,94.9356
1060,92.9714,92.4714,94.3029,93.3771,92.8453,94.9346
1061,92.9724,92.4729,94.2998,93.3793,92.8464,94.9335
1062,92.9734,92.4744,94.2966,93.3815,92.8475,94.9324
1063,92.9743,92.4759,94.2935,93.3830,92.8489,94.9310
1064,92.9753,92.4774,94.2903,93.3841,92.8506,94.9295
1065,92.9763,92.4789,94.2871,93.3852,92.8524,94.9279
1066,92.9772,92.4804,94.2840,93.3862,92.8541,94.9264
1067,92.9782,92.4820,94.2808,93.3873,92.8558,94.9248
1068,92.9792,92.4835,94.2776,93.3884,92.8575,94.9233
1069,92.9801,92.4850,94.2745,93.3895,92.8592,94.9217
1070,92.9811,92.4865,94.2713,93.3906,92.8609,94.9202
1071,92.9821,92.4880,94.2682,93.3917,92.8626,94.9186
1072,92.9830,92.4895,94.2650,93.3928,92.8643,94.9171
1073,92.9840,92.4910,94.2618,93.3939,92.8660,94.9155
1074,92.9850,92.4925,94.2587,93.3949,92.8677,94.9140
1075,92.9859,92.4940,94.2555,93.3960,92.8694,94.9125
1076,92.9869,92.4955,94.2524,93.3971,92.8711,94.9109
1077,92.9879,92.4971,94.2492,93.3982,92.8728,94.9094
1078,92.9888,92.4986,94.2460,93.3990,92.8739,94.9080
1079,92.9898,92.5001,94.2429,93.3997,92.8743,94.9070
1080,92.9908,92.5016,94.2397,93.4003,92.8748,94.9059
1081,92.9917,92.5031,94.2365,93.4009,92.8753,94.9048
1082,92.9927,92.5046,94.2334,93.4015,92.8757,94.9037
1083,92.9937,92.5061,94.2302,93.4021,92.8762,94.9027
1084,92.9947,92.5076,94.2271,93.4028,92.8767,94.9016
1085,92.9956,92.5091,94.2239,93.4034,92.8771,94.9005
1086,92.9966,92.5107,94.2207,93.4040,92.8776,94.8994
1087,92.9979,92.5119,94.2182,93.4046,92.8780,94.8984
1088,93.0005,92.5122,94.2164,93.4052,92.8785,94.8973
1089,93.0030,92.5125,94.2147,93.4058,92.8790,94.8962
1090,93.0056,92.5128,94.2129,93.4065,92.8794,94.8951
1091,93.0082,92.5130,94.2112,93.4071,92.8799,94.8941
1092,93.0108,92.5133,94.2094,93.4077,92.8804,94.8930
1093,93.0134,92.5136,94.2077,93.4089,92.8815,94.8921
1094,93.0160,92.5138,94.2059,93.4111,92.8837,94.8915
1095,93.0186,92.5141,94.2041,93.4133,92.8859,94.8909
1096,93.0212,92.5144,94.2024,93.4154,92.8880,94.8902
1097,93.0238,92.5146,94.2006,93.4176,92.8902,94.8896
1098,93.0264,92.5149,94.1989,93.4198,92.8923,94.8890
1099,93.0290,92.5152,94.1971,93.4220,92.8945,94.8884
1100,93.0316,92.5155,94.1953,93.4241,92.8967,94.8877
1101,93.0342,92.5157,94.1936,93.4263,92.8988,94.8871
1102,93.0368,92.5160,94.1918,93.4285,92.9010,94.8865
1103,93.0394,92.5163,94.1901,93.4306,92.9032,94.8859
1104,93.0420,92.5165,94.1883,93.4328,92.9053,94.8852
1105,93.0446,92.5168,94.1865,93.4350,92.9075,94.8846
1106,93.0472,92.5171,94.1848,93.4371,92.9096,94.8840
1107,93.0498,92.5174,94.1830,93.4393,92.9118,94.8834
1108,93.0524,92.5176,94.1813,93.4415,92.9136,94.8824
1109,93.0549,92.5179,94.1795,93.4436,92.9147,94.8807
1110,93.0575,92.5182,94.1777,93.4458,92.9158,94.8790
1111,93.0601,92.5184,94.1760,93.4479,92.9169,94.8773
1112,93.0627,92.5187,94.1742,93.4501,92.9180,94.8756
1113,93.0653,92.5190,94.1725,93.4523,92.9190,94.8739
1114,93.0679,92.5193,94.1707,93.4544,92.9201,94.8722
1115,93.0705,92.5195,94.1689,93.4566,92.9212,94.8705
1116,93.0731,92.5198,94.1672,93.4588,92.9223,94.8688
1117,93.0757,92.5201,94.1654,93.4609,92.9234,94.8671
1118,93.0783,92.5203,94.1637,93.4631,92.9245,94.8654
1119,93.0809,92.5206,94.1619,93.4652,92.9256,94.8637
1120,93.0835,92.5209,94.1601,93.4674,92.9266,94.8620
1121,93.0861,92.5212,94.1584,93.4696,92.9277,94.8603
1122,93.0887,92.5214,94.1566,93.4717,92.9288,94.8586
1123,93.0913,92.5217,94.1549,93.4736,92.9298,94.8571
1124,93.0939,92.5220,94.1531,93.4747,92.9304,94.8567
1125,93.0965,92.5222,94.1513,93.4758,92.9310,94.8562
1126,93.0991,92.5225,94.1496,93.4769,92.9317,94.8557
1127,93.1017,92.5228,94.1478,93.4780,92.9323,94.8553
1128,93.1042,92.5231,94.1461,93.4791,92.9329,94.8548
1129,93.1068,92.5233,94.1443,93.4802,92.9335,94.8543
1130,93.1094,92.5236,94.1425,93.4813,92.9342,94.8539
1131,93.1120,92.5239,94.1408,93.4824,92.9348,94.8534
1132,93.1146,92.5241,94.1390,93.4835,92.9354,94.8529
1133,93.1172,92.5244,94.1373,93.4846,92.9360,94.8525
1134,93.1198,92.5247,94.1355,93.4857,92.9367,94.8520
1135,93.1224,92.5250,94.1337,93.4868,92.9373,94.8515
1136,93.1250,92.5252,94.1320,93.4879,92.9379,94.8510
1137,93.1276,92.5255,94.1302,93.4890,92.9385,94.8506
1138,93.1302,92.5258,94.1285,93.4905,92.9393,94.8501
1139,93.1328,92.5260,94.1267,93.4926,92.9404,94.8494
1140,93.1354,92.5263,94.1249,93.4948,92.9415,94.8488
1141,93.1380,92.5266,94.1232,93.4970,92.9426,94.8482
1142,93.1406,92.5269,94.1214,93.4991,92.9436,94.8476
1143,93.1432,92.5271,94.1197,93.5013,92.9447,94.8470
1144,93.1458,92.5274,94.1179,93.5035,92.9458,94.8464
1145,93.1484,92.5277,94.1161,93.5056,92.9469,94.8457
1146,93.1510,92.5279,94.1144,93.5078,92.9480,94.8451
1147,93.1536,92.5282,94.1130,93.5100,92.9490,94.8445
1148,93.1535,92.5303,94.1145,93.5121,92.9501,94.8439
1149,93.1532,92.5324,94.1159,93.5143,92.9512,94.8433
1150,93.1529,92.5346,94.1174,93.5165,92.9523,94.8427
1151,93.1527,92.5368,94.1189,93.5186,92.9534,94.8420
1152,93.1524,92.5389,94.1204,93.5208,92.9544,94.8414
1153,93.1521,92.5411,94.1219,93.5226,92.9555,94.8407
1154,93.1518,92.5433,94.1234,93.5232,92.9566,94.8396
1155,93.1516,92.5455,94.1249,93.5238,92.9577,94.8385
1156,93.1513,92.5476,94.1264,93.5244,92.9588,94.8374
1157,93.1510,92.5498,94.1279,93.5251,92.9599,94.8363
1158,93.1508,92.5520,94.1294,93.5257,92.9610,94.8353
1159,93.1505,92.5541,94.1309,93.5263,92.9620,94.8342
1160,93.1502,92.5563,94.1324,93.5269,92.9631,94.8331
1161,93.1499,92.5585,94.1339,93.5275,92.9642,94.8320
1162,93.1497,92.5607,94.1354,93.5281,92.9653,94.8309
1163,93.1494,92.5628,94.1369,93.5288,92.9664,94.8298
1164,93.1491,92.5650,94.1384,93.5294,92.9675,94.8287
1165,93.1488,92.5672,94.1398,93.5300,92.9686,94.8276
1166,93.1486,92.5694,94.1413,93.5306,92.9696,94.8266
1167,93.1483,92.5715,94.1428,93.5312,92.9707,94.8255
1168,93.1480,92.5737,94.1443,93.5319,92.9718,94.8244
1169,93.1478,92.5759,94.1458,93.5330,92.9729,94.8233
1170,93.1475,92.5780,94.1473,93.5341,92.9740,94.8222
1171,93.1472,92.5802,94.1488,93.5352,92.9751,94.8211
1172,93.1469,92.5824,94.1503,93.5362,92.9761,94.8201
1173,93.1467,92.5846,94.1518,93.5373,92.9772,94.8190
1174,93.1464,92.5867,94.1533,93.5384,92.9783,94.8179
1175,93.1461,92.5889,94.1548,93.5395,92.9794,94.8168
1176,93.1459,92.5911,94.1563,93.5406,92.9805,94.8157
1177,93.1456,92.5933,94.1578,93.5416,92.9815,94.8147
1178,93.1453,92.5954,94.1593,93.5427,92.9826,94.8136
1179,93.1450,92.5976,94.1608,93.5438,92.9837,94.8125
1180,93.1448,92.5998,94.1622,93.5449,92.9848,94.8114
1181,93.1445,92.6019,94.1637,93.5460,92.9859,94.8103
1182,93.1442,92.6041,94.1652,93.5471,92.9869,94.8093
1183,93.1439,92.6063,94.1667,93.5482,92.9880,94.8082
1184,93.1437,92.6085,94.1682,93.5504,92.9891,94.8078
1185,93.1434,92.6106,94.1697,93.5525,92.9902,94.8073
1186,93.1431,92.6128,94.1712,93.5547,92.9913,94.8068
1187,93.1429,92.6150,94.1727,93.5569,92.9924,94.8064
1188,93.1426,92.6171,94.1742,93.5590,92.9935,94.8059
1189,93.1423,92.6193,94.1757,93.5612,92.9945,94.8054
1190,93.1420,92.6215,94.1772,93.5633,92.9956,94.8050
1191,93.1418,92.6237,94.1787,93.5655,92.9967,94.8045
1192,93.1415,92.6258,94.1802,93.5677,92.9978,94.8040
1193,93.1412,92.6280,94.1817,93.5698,92.9989,94.8036
1194,93.1409,92.6302,94.1832,93.5720,93.0000,94.8031
1195,93.1407,92.6324,94.1846,93.5742,93.0011,94.8027
1196,93.1404,92.6345,94.1861,93.5763,93.0022,94.8022
1197,93.1401,92.6367,94.1876,93.5785,93.0032,94.8017
1198,93.1399,92.6389,94.1891,93.5806,93.0043,94.8013
1199,93.1396,92.6410,94.1906,93.5813,93.0054,94.8002
1200,93.1393,92.6432,94.1921,93.5819,93.0065,94.7991
1201,93.1390,92.6454,94.1936,93.5825,93.0076,94.7980
1202,93.1388,92.6476,94.1951,93.5831,93.0086,94.7969
1203,93.1385,92.6497,94.1966,93.5838,93.0097,94.7958
1204,93.1382,92.6519,94.1981,93.5844,93.0108,94.7947
1205,93.1379,92.6541,94.1996,93.5850,93.0119,94.7937
1206,93.1377,92.6563,94.2011,93.5856,93.0129,94.7926
1207,93.1374,92.6584,94.2026,93.5863,93.0140,94.7915
1208,93.1386,92.6605,94.2024,93.5869,93.0151,94.7904
1209,93.1402,92.6626,94.2021,93.5875,93.0162,94.7893
1210,93.1418,92.6646,94.2019,93.5881,93.0172,94.7882
1211,93.1434,92.6667,94.2016,93.5887,93.0183,94.7871
1212,93.1451,92.6687,94.2013,93.5894,93.0194,94.7861
1213,93.1467,92.6708,94.2010,93.5900,93.0205,94.7850
1214,93.1483,92.6728,94.2008,93.5920,93.0216,94.7839
1215,93.1499,92.6749,94.2005,93.5942,93.0226,94.7828
1216,93.1516,92.6769,94.2002,93.5964,93.0237,94.7817
1217,93.1532,92.6790,94.2000,93.5986,93.0248,94.7806
1218,93.1548,92.6810,94.1997,93.6008,93.0259,94.7795
1219,93.1564,92.6831,94.1994,93.6030,93.0270,94.7784
1220,93.1581,92.6851,94.1991,93.6052,93.0281,94.7773
1221,93.1597,92.6872,94.1989,93.6073,93.0292,94.7762
1222,93.1613,92.6892,94.1986,93.6095,93.0303,94.7751
1223,93.1629,92.6912,94.1983,93.6117,93.0314,94.7740
1224,93.1645,92.6933,94.1981,93.6139,93.0325,94.7729
1225,93.1662,92.6953,94.1978,93.6161,93.0336,94.7718
1226,93.1678,92.6974,94.1975,93.6183,93.0347,94.7708
1227,93.1694,92.6994,94.1972,93.6205,93.0358,94.7697
1228,93.1710,92.7015,94.1970,93.6226,93.0369,94.7686
1229,93.1727,92.7035,94.1967,93.6248,93.0386,94.7679
1230,93.1743,92.7056,94.1964,93.6270,93.0403,94.7673
1231,93.1759,92.7076,94.1962,93.6292,93.0420,94.7667
1232,93.1775,92.7097,94.1959,93.6313,93.0438,94.7661
1233,93.1792,92.7117,94.1956,93.6335,93.0455,94.7655
1234,93.1808,92.7138,94.1953,93.6357,93.0472,94.7649
1235,93.1824,92.7158,94.1951,93.6379,93.0489,94.7642
1236,93.1840,92.7179,94.1948,93.6400,93.0506,94.7636
1237,93.1857,92.7199,94.1945,93.6422,93.0523,94.7630
1238,93.1873,92.7220,94.1942,93.6444,93.0540,94.7624
1239,93.1889,92.7240,94.1940,93.6466,93.0557,94.7618
1240,93.1905,92.7261,94.1937,93.6487,93.0574,94.7612
1241,93.1921,92.7281,94.1934,93.6509,93.0591,94.7605
1242,93.1938,92.7302,94.1932,93.6531,93.0608,94.7599
